tile_name,zone,imagery_path,mask_path
19_373973_215071,Sector 22,data/raw/imagery/19_373973_215071.png,data/processed/masks/19_373973_215071.png
19_373949_215068,Sector 22,data/raw/imagery/19_373949_215068.png,data/processed/masks/19_373949_215068.png
19_373968_215033,Sector 7-8,data/raw/imagery/19_373968_215033.png,data/processed/masks/19_373968_215033.png
19_373982_215030,Sector 7-8,data/raw/imagery/19_373982_215030.png,data/processed/masks/19_373982_215030.png
19_373958_215081,Sector 22,data/raw/imagery/19_373958_215081.png,data/processed/masks/19_373958_215081.png
19_373963_215083,Sector 22,data/raw/imagery/19_373963_215083.png,data/processed/masks/19_373963_215083.png
19_374010_215076,General,data/raw/imagery/19_374010_215076.png,data/processed/masks/19_374010_215076.png
19_373964_215060,Sector 22,data/raw/imagery/19_373964_215060.png,data/processed/masks/19_373964_215060.png
19_374023_215169,General,data/raw/imagery/19_374023_215169.png,data/processed/masks/19_374023_215169.png
19_373965_215035,Sector 7-8,data/raw/imagery/19_373965_215035.png,data/processed/masks/19_373965_215035.png
19_373975_215032,Sector 7-8,data/raw/imagery/19_373975_215032.png,data/processed/masks/19_373975_215032.png
19_373972_215031,Sector 7-8,data/raw/imagery/19_373972_215031.png,data/processed/masks/19_373972_215031.png
19_373951_215078,Sector 22,data/raw/imagery/19_373951_215078.png,data/processed/masks/19_373951_215078.png
19_373965_215029,Sector 7-8,data/raw/imagery/19_373965_215029.png,data/processed/masks/19_373965_215029.png
19_373973_215037,Sector 7-8,data/raw/imagery/19_373973_215037.png,data/processed/masks/19_373973_215037.png
19_373953_215065,Sector 22,data/raw/imagery/19_373953_215065.png,data/processed/masks/19_373953_215065.png
19_374069_215152,General,data/raw/imagery/19_374069_215152.png,data/processed/masks/19_374069_215152.png
19_373950_215073,Sector 22,data/raw/imagery/19_373950_215073.png,data/processed/masks/19_373950_215073.png
19_373974_215030,Sector 7-8,data/raw/imagery/19_373974_215030.png,data/processed/masks/19_373974_215030.png
19_373958_215040,Sector 7-8,data/raw/imagery/19_373958_215040.png,data/processed/masks/19_373958_215040.png
19_373952_215081,Sector 22,data/raw/imagery/19_373952_215081.png,data/processed/masks/19_373952_215081.png
19_373973_215083,Sector 22,data/raw/imagery/19_373973_215083.png,data/processed/masks/19_373973_215083.png
19_373961_215065,Sector 22,data/raw/imagery/19_373961_215065.png,data/processed/masks/19_373961_215065.png
19_373958_215061,Sector 22,data/raw/imagery/19_373958_215061.png,data/processed/masks/19_373958_215061.png
19_373857_215018,General,data/raw/imagery/19_373857_215018.png,data/processed/masks/19_373857_215018.png
19_373950_215080,Sector 22,data/raw/imagery/19_373950_215080.png,data/processed/masks/19_373950_215080.png
19_373976_215049,Sector 7-8,data/raw/imagery/19_373976_215049.png,data/processed/masks/19_373976_215049.png
19_373956_215068,Sector 22,data/raw/imagery/19_373956_215068.png,data/processed/masks/19_373956_215068.png
19_373956_215084,Sector 22,data/raw/imagery/19_373956_215084.png,data/processed/masks/19_373956_215084.png
19_373973_215034,Sector 7-8,data/raw/imagery/19_373973_215034.png,data/processed/masks/19_373973_215034.png
19_373956_215077,Sector 22,data/raw/imagery/19_373956_215077.png,data/processed/masks/19_373956_215077.png
19_373961_215040,Sector 7-8,data/raw/imagery/19_373961_215040.png,data/processed/masks/19_373961_215040.png
19_373972_215037,Sector 7-8,data/raw/imagery/19_373972_215037.png,data/processed/masks/19_373972_215037.png
19_373970_215072,Sector 22,data/raw/imagery/19_373970_215072.png,data/processed/masks/19_373970_215072.png
19_373959_215070,Sector 22,data/raw/imagery/19_373959_215070.png,data/processed/masks/19_373959_215070.png
19_373973_215061,Sector 22,data/raw/imagery/19_373973_215061.png,data/processed/masks/19_373973_215061.png
19_373960_215037,Sector 7-8,data/raw/imagery/19_373960_215037.png,data/processed/masks/19_373960_215037.png
19_373957_215042,Sector 7-8,data/raw/imagery/19_373957_215042.png,data/processed/masks/19_373957_215042.png
19_373972_215029,Sector 7-8,data/raw/imagery/19_373972_215029.png,data/processed/masks/19_373972_215029.png
19_373950_215068,Sector 22,data/raw/imagery/19_373950_215068.png,data/processed/masks/19_373950_215068.png
19_373957_215076,Sector 22,data/raw/imagery/19_373957_215076.png,data/processed/masks/19_373957_215076.png
19_373963_215077,Sector 22,data/raw/imagery/19_373963_215077.png,data/processed/masks/19_373963_215077.png
19_373965_215030,Sector 7-8,data/raw/imagery/19_373965_215030.png,data/processed/masks/19_373965_215030.png
19_373975_215046,Sector 7-8,data/raw/imagery/19_373975_215046.png,data/processed/masks/19_373975_215046.png
19_373976_215051,Sector 7-8,data/raw/imagery/19_373976_215051.png,data/processed/masks/19_373976_215051.png
19_373985_215050,Sector 7-8,data/raw/imagery/19_373985_215050.png,data/processed/masks/19_373985_215050.png
19_373951_215065,Sector 22,data/raw/imagery/19_373951_215065.png,data/processed/masks/19_373951_215065.png
19_373980_215036,Sector 7-8,data/raw/imagery/19_373980_215036.png,data/processed/masks/19_373980_215036.png
19_373961_215074,Sector 22,data/raw/imagery/19_373961_215074.png,data/processed/masks/19_373961_215074.png
19_373980_215044,Sector 7-8,data/raw/imagery/19_373980_215044.png,data/processed/masks/19_373980_215044.png
19_373974_215033,Sector 7-8,data/raw/imagery/19_373974_215033.png,data/processed/masks/19_373974_215033.png
19_373959_215078,Sector 22,data/raw/imagery/19_373959_215078.png,data/processed/masks/19_373959_215078.png
19_373977_215074,Sector 22,data/raw/imagery/19_373977_215074.png,data/processed/masks/19_373977_215074.png
19_373964_215038,Sector 7-8,data/raw/imagery/19_373964_215038.png,data/processed/masks/19_373964_215038.png
19_373972_215035,Sector 7-8,data/raw/imagery/19_373972_215035.png,data/processed/masks/19_373972_215035.png
19_373973_215078,Sector 22,data/raw/imagery/19_373973_215078.png,data/processed/masks/19_373973_215078.png
19_373959_215040,Sector 7-8,data/raw/imagery/19_373959_215040.png,data/processed/masks/19_373959_215040.png
19_373948_215081,Sector 22,data/raw/imagery/19_373948_215081.png,data/processed/masks/19_373948_215081.png
19_373979_215043,Sector 7-8,data/raw/imagery/19_373979_215043.png,data/processed/masks/19_373979_215043.png
19_373968_215081,Sector 22,data/raw/imagery/19_373968_215081.png,data/processed/masks/19_373968_215081.png
19_373971_215063,Sector 22,data/raw/imagery/19_373971_215063.png,data/processed/masks/19_373971_215063.png
19_373961_215075,Sector 22,data/raw/imagery/19_373961_215075.png,data/processed/masks/19_373961_215075.png
19_373951_215063,Sector 22,data/raw/imagery/19_373951_215063.png,data/processed/masks/19_373951_215063.png
19_373995_215064,General,data/raw/imagery/19_373995_215064.png,data/processed/masks/19_373995_215064.png
19_373974_215073,Sector 22,data/raw/imagery/19_373974_215073.png,data/processed/masks/19_373974_215073.png
19_373958_215065,Sector 22,data/raw/imagery/19_373958_215065.png,data/processed/masks/19_373958_215065.png
19_373958_215042,Sector 7-8,data/raw/imagery/19_373958_215042.png,data/processed/masks/19_373958_215042.png
19_373969_215074,Sector 22,data/raw/imagery/19_373969_215074.png,data/processed/masks/19_373969_215074.png
19_373972_215034,Sector 7-8,data/raw/imagery/19_373972_215034.png,data/processed/masks/19_373972_215034.png
19_373961_215071,Sector 22,data/raw/imagery/19_373961_215071.png,data/processed/masks/19_373961_215071.png
19_373962_215082,Sector 22,data/raw/imagery/19_373962_215082.png,data/processed/masks/19_373962_215082.png
19_373958_215033,Sector 7-8,data/raw/imagery/19_373958_215033.png,data/processed/masks/19_373958_215033.png
19_373975_215065,Sector 22,data/raw/imagery/19_373975_215065.png,data/processed/masks/19_373975_215065.png
19_373957_215038,Sector 7-8,data/raw/imagery/19_373957_215038.png,data/processed/masks/19_373957_215038.png
19_373960_215041,Sector 7-8,data/raw/imagery/19_373960_215041.png,data/processed/masks/19_373960_215041.png
19_373985_215047,Sector 7-8,data/raw/imagery/19_373985_215047.png,data/processed/masks/19_373985_215047.png
19_373978_215031,Sector 7-8,data/raw/imagery/19_373978_215031.png,data/processed/masks/19_373978_215031.png
19_373981_215052,Sector 7-8,data/raw/imagery/19_373981_215052.png,data/processed/masks/19_373981_215052.png
19_373973_215030,Sector 7-8,data/raw/imagery/19_373973_215030.png,data/processed/masks/19_373973_215030.png
19_373966_215061,Sector 22,data/raw/imagery/19_373966_215061.png,data/processed/masks/19_373966_215061.png
19_373949_215083,Sector 22,data/raw/imagery/19_373949_215083.png,data/processed/masks/19_373949_215083.png
19_373952_215060,Sector 22,data/raw/imagery/19_373952_215060.png,data/processed/masks/19_373952_215060.png
19_373956_215073,Sector 22,data/raw/imagery/19_373956_215073.png,data/processed/masks/19_373956_215073.png
19_374012_215003,General,data/raw/imagery/19_374012_215003.png,data/processed/masks/19_374012_215003.png
19_374078_215149,General,data/raw/imagery/19_374078_215149.png,data/processed/masks/19_374078_215149.png
19_373956_215080,Sector 22,data/raw/imagery/19_373956_215080.png,data/processed/masks/19_373956_215080.png
19_373985_215038,Sector 7-8,data/raw/imagery/19_373985_215038.png,data/processed/masks/19_373985_215038.png
19_373977_215084,Sector 22,data/raw/imagery/19_373977_215084.png,data/processed/masks/19_373977_215084.png
19_373958_215067,Sector 22,data/raw/imagery/19_373958_215067.png,data/processed/masks/19_373958_215067.png
19_373976_215077,Sector 22,data/raw/imagery/19_373976_215077.png,data/processed/masks/19_373976_215077.png
19_373974_215074,Sector 22,data/raw/imagery/19_373974_215074.png,data/processed/masks/19_373974_215074.png
19_373948_215073,Sector 22,data/raw/imagery/19_373948_215073.png,data/processed/masks/19_373948_215073.png
19_373969_215043,Sector 7-8,data/raw/imagery/19_373969_215043.png,data/processed/masks/19_373969_215043.png
19_373964_215080,Sector 22,data/raw/imagery/19_373964_215080.png,data/processed/masks/19_373964_215080.png
19_373963_215066,Sector 22,data/raw/imagery/19_373963_215066.png,data/processed/masks/19_373963_215066.png
19_373975_215075,Sector 22,data/raw/imagery/19_373975_215075.png,data/processed/masks/19_373975_215075.png
19_373964_215044,Sector 7-8,data/raw/imagery/19_373964_215044.png,data/processed/masks/19_373964_215044.png
19_373972_215042,Sector 7-8,data/raw/imagery/19_373972_215042.png,data/processed/masks/19_373972_215042.png
19_373968_215059,Sector 22,data/raw/imagery/19_373968_215059.png,data/processed/masks/19_373968_215059.png
19_373956_215076,Sector 22,data/raw/imagery/19_373956_215076.png,data/processed/masks/19_373956_215076.png
19_373956_215071,Sector 22,data/raw/imagery/19_373956_215071.png,data/processed/masks/19_373956_215071.png
19_373973_215028,Sector 7-8,data/raw/imagery/19_373973_215028.png,data/processed/masks/19_373973_215028.png
19_373986_215047,Sector 7-8,data/raw/imagery/19_373986_215047.png,data/processed/masks/19_373986_215047.png
19_373961_215037,Sector 7-8,data/raw/imagery/19_373961_215037.png,data/processed/masks/19_373961_215037.png
19_373968_215078,Sector 22,data/raw/imagery/19_373968_215078.png,data/processed/masks/19_373968_215078.png
19_373955_215073,Sector 22,data/raw/imagery/19_373955_215073.png,data/processed/masks/19_373955_215073.png
19_373957_215072,Sector 22,data/raw/imagery/19_373957_215072.png,data/processed/masks/19_373957_215072.png
19_373958_215037,Sector 7-8,data/raw/imagery/19_373958_215037.png,data/processed/masks/19_373958_215037.png
19_373959_215029,Sector 7-8,data/raw/imagery/19_373959_215029.png,data/processed/masks/19_373959_215029.png
19_373924_215157,General,data/raw/imagery/19_373924_215157.png,data/processed/masks/19_373924_215157.png
19_373979_215038,Sector 7-8,data/raw/imagery/19_373979_215038.png,data/processed/masks/19_373979_215038.png
19_373986_215044,Sector 7-8,data/raw/imagery/19_373986_215044.png,data/processed/masks/19_373986_215044.png
19_373960_215036,Sector 7-8,data/raw/imagery/19_373960_215036.png,data/processed/masks/19_373960_215036.png
19_373982_215043,Sector 7-8,data/raw/imagery/19_373982_215043.png,data/processed/masks/19_373982_215043.png
19_373976_215063,Sector 22,data/raw/imagery/19_373976_215063.png,data/processed/masks/19_373976_215063.png
19_373988_214988,General,data/raw/imagery/19_373988_214988.png,data/processed/masks/19_373988_214988.png
19_373975_215067,Sector 22,data/raw/imagery/19_373975_215067.png,data/processed/masks/19_373975_215067.png
19_373981_215042,Sector 7-8,data/raw/imagery/19_373981_215042.png,data/processed/masks/19_373981_215042.png
19_373957_215078,Sector 22,data/raw/imagery/19_373957_215078.png,data/processed/masks/19_373957_215078.png
19_373962_215043,Sector 7-8,data/raw/imagery/19_373962_215043.png,data/processed/masks/19_373962_215043.png
19_373983_215028,Sector 7-8,data/raw/imagery/19_373983_215028.png,data/processed/masks/19_373983_215028.png
19_373967_215035,Sector 7-8,data/raw/imagery/19_373967_215035.png,data/processed/masks/19_373967_215035.png
19_373968_215030,Sector 7-8,data/raw/imagery/19_373968_215030.png,data/processed/masks/19_373968_215030.png
19_373962_215078,Sector 22,data/raw/imagery/19_373962_215078.png,data/processed/masks/19_373962_215078.png
19_373960_215076,Sector 22,data/raw/imagery/19_373960_215076.png,data/processed/masks/19_373960_215076.png
19_373968_215035,Sector 7-8,data/raw/imagery/19_373968_215035.png,data/processed/masks/19_373968_215035.png
19_373971_215021,General,data/raw/imagery/19_373971_215021.png,data/processed/masks/19_373971_215021.png
19_373963_215060,Sector 22,data/raw/imagery/19_373963_215060.png,data/processed/masks/19_373963_215060.png
19_373957_215073,Sector 22,data/raw/imagery/19_373957_215073.png,data/processed/masks/19_373957_215073.png
19_373976_215066,Sector 22,data/raw/imagery/19_373976_215066.png,data/processed/masks/19_373976_215066.png
19_373957_215063,Sector 22,data/raw/imagery/19_373957_215063.png,data/processed/masks/19_373957_215063.png
19_374084_215100,General,data/raw/imagery/19_374084_215100.png,data/processed/masks/19_374084_215100.png
19_373948_215068,Sector 22,data/raw/imagery/19_373948_215068.png,data/processed/masks/19_373948_215068.png
19_373950_215062,Sector 22,data/raw/imagery/19_373950_215062.png,data/processed/masks/19_373950_215062.png
19_373969_215080,Sector 22,data/raw/imagery/19_373969_215080.png,data/processed/masks/19_373969_215080.png
19_373861_215121,General,data/raw/imagery/19_373861_215121.png,data/processed/masks/19_373861_215121.png
19_373982_215051,Sector 7-8,data/raw/imagery/19_373982_215051.png,data/processed/masks/19_373982_215051.png
19_373951_215079,Sector 22,data/raw/imagery/19_373951_215079.png,data/processed/masks/19_373951_215079.png
19_373965_215031,Sector 7-8,data/raw/imagery/19_373965_215031.png,data/processed/masks/19_373965_215031.png
19_373984_215043,Sector 7-8,data/raw/imagery/19_373984_215043.png,data/processed/masks/19_373984_215043.png
19_373955_215067,Sector 22,data/raw/imagery/19_373955_215067.png,data/processed/masks/19_373955_215067.png
19_373973_215065,Sector 22,data/raw/imagery/19_373973_215065.png,data/processed/masks/19_373973_215065.png
19_374052_215168,General,data/raw/imagery/19_374052_215168.png,data/processed/masks/19_374052_215168.png
19_373967_215036,Sector 7-8,data/raw/imagery/19_373967_215036.png,data/processed/masks/19_373967_215036.png
19_373977_215082,Sector 22,data/raw/imagery/19_373977_215082.png,data/processed/masks/19_373977_215082.png
19_373967_215080,Sector 22,data/raw/imagery/19_373967_215080.png,data/processed/masks/19_373967_215080.png
19_373957_215077,Sector 22,data/raw/imagery/19_373957_215077.png,data/processed/masks/19_373957_215077.png
19_373958_215044,Sector 7-8,data/raw/imagery/19_373958_215044.png,data/processed/masks/19_373958_215044.png
19_373950_215071,Sector 22,data/raw/imagery/19_373950_215071.png,data/processed/masks/19_373950_215071.png
19_373959_215028,Sector 7-8,data/raw/imagery/19_373959_215028.png,data/processed/masks/19_373959_215028.png
19_373956_215078,Sector 22,data/raw/imagery/19_373956_215078.png,data/processed/masks/19_373956_215078.png
19_373977_215069,Sector 22,data/raw/imagery/19_373977_215069.png,data/processed/masks/19_373977_215069.png
19_373969_215068,Sector 22,data/raw/imagery/19_373969_215068.png,data/processed/masks/19_373969_215068.png
19_373950_215074,Sector 22,data/raw/imagery/19_373950_215074.png,data/processed/masks/19_373950_215074.png
19_373967_215066,Sector 22,data/raw/imagery/19_373967_215066.png,data/processed/masks/19_373967_215066.png
19_373981_215029,Sector 7-8,data/raw/imagery/19_373981_215029.png,data/processed/masks/19_373981_215029.png
19_373964_215029,Sector 7-8,data/raw/imagery/19_373964_215029.png,data/processed/masks/19_373964_215029.png
19_373950_215072,Sector 22,data/raw/imagery/19_373950_215072.png,data/processed/masks/19_373950_215072.png
19_374061_215209,General,data/raw/imagery/19_374061_215209.png,data/processed/masks/19_374061_215209.png
19_373977_215071,Sector 22,data/raw/imagery/19_373977_215071.png,data/processed/masks/19_373977_215071.png
19_373953_215080,Sector 22,data/raw/imagery/19_373953_215080.png,data/processed/masks/19_373953_215080.png
19_373964_215072,Sector 22,data/raw/imagery/19_373964_215072.png,data/processed/masks/19_373964_215072.png
19_373955_215081,Sector 22,data/raw/imagery/19_373955_215081.png,data/processed/masks/19_373955_215081.png
19_373957_215068,Sector 22,data/raw/imagery/19_373957_215068.png,data/processed/masks/19_373957_215068.png
19_373976_215072,Sector 22,data/raw/imagery/19_373976_215072.png,data/processed/masks/19_373976_215072.png
19_373959_215074,Sector 22,data/raw/imagery/19_373959_215074.png,data/processed/masks/19_373959_215074.png
19_373957_215070,Sector 22,data/raw/imagery/19_373957_215070.png,data/processed/masks/19_373957_215070.png
19_373965_215032,Sector 7-8,data/raw/imagery/19_373965_215032.png,data/processed/masks/19_373965_215032.png
19_373957_215028,Sector 7-8,data/raw/imagery/19_373957_215028.png,data/processed/masks/19_373957_215028.png
19_373984_215039,Sector 7-8,data/raw/imagery/19_373984_215039.png,data/processed/masks/19_373984_215039.png
19_373970_215033,Sector 7-8,data/raw/imagery/19_373970_215033.png,data/processed/masks/19_373970_215033.png
19_373963_215076,Sector 22,data/raw/imagery/19_373963_215076.png,data/processed/masks/19_373963_215076.png
19_373985_215041,Sector 7-8,data/raw/imagery/19_373985_215041.png,data/processed/masks/19_373985_215041.png
19_373968_215044,Sector 7-8,data/raw/imagery/19_373968_215044.png,data/processed/masks/19_373968_215044.png
19_373983_215042,Sector 7-8,data/raw/imagery/19_373983_215042.png,data/processed/masks/19_373983_215042.png
19_373969_215075,Sector 22,data/raw/imagery/19_373969_215075.png,data/processed/masks/19_373969_215075.png
19_373968_215034,Sector 7-8,data/raw/imagery/19_373968_215034.png,data/processed/masks/19_373968_215034.png
19_373971_215042,Sector 7-8,data/raw/imagery/19_373971_215042.png,data/processed/masks/19_373971_215042.png
19_373965_215059,Sector 22,data/raw/imagery/19_373965_215059.png,data/processed/masks/19_373965_215059.png
19_373974_215035,Sector 7-8,data/raw/imagery/19_373974_215035.png,data/processed/masks/19_373974_215035.png
19_373968_215073,Sector 22,data/raw/imagery/19_373968_215073.png,data/processed/masks/19_373968_215073.png
19_373965_215079,Sector 22,data/raw/imagery/19_373965_215079.png,data/processed/masks/19_373965_215079.png
19_373968_215067,Sector 22,data/raw/imagery/19_373968_215067.png,data/processed/masks/19_373968_215067.png
19_373977_215061,Sector 22,data/raw/imagery/19_373977_215061.png,data/processed/masks/19_373977_215061.png
19_373961_215067,Sector 22,data/raw/imagery/19_373961_215067.png,data/processed/masks/19_373961_215067.png
19_373965_215068,Sector 22,data/raw/imagery/19_373965_215068.png,data/processed/masks/19_373965_215068.png
19_374052_215202,General,data/raw/imagery/19_374052_215202.png,data/processed/masks/19_374052_215202.png
19_373957_215066,Sector 22,data/raw/imagery/19_373957_215066.png,data/processed/masks/19_373957_215066.png
19_373972_215064,Sector 22,data/raw/imagery/19_373972_215064.png,data/processed/masks/19_373972_215064.png
19_373977_215081,Sector 22,data/raw/imagery/19_373977_215081.png,data/processed/masks/19_373977_215081.png
19_373972_215077,Sector 22,data/raw/imagery/19_373972_215077.png,data/processed/masks/19_373972_215077.png
19_373976_215061,Sector 22,data/raw/imagery/19_373976_215061.png,data/processed/masks/19_373976_215061.png
19_373985_215046,Sector 7-8,data/raw/imagery/19_373985_215046.png,data/processed/masks/19_373985_215046.png
19_373900_215147,General,data/raw/imagery/19_373900_215147.png,data/processed/masks/19_373900_215147.png
19_373888_215173,General,data/raw/imagery/19_373888_215173.png,data/processed/masks/19_373888_215173.png
19_373954_215074,Sector 22,data/raw/imagery/19_373954_215074.png,data/processed/masks/19_373954_215074.png
19_373968_215076,Sector 22,data/raw/imagery/19_373968_215076.png,data/processed/masks/19_373968_215076.png
19_373984_215033,Sector 7-8,data/raw/imagery/19_373984_215033.png,data/processed/masks/19_373984_215033.png
19_373950_215069,Sector 22,data/raw/imagery/19_373950_215069.png,data/processed/masks/19_373950_215069.png
19_373957_215040,Sector 7-8,data/raw/imagery/19_373957_215040.png,data/processed/masks/19_373957_215040.png
19_373978_215043,Sector 7-8,data/raw/imagery/19_373978_215043.png,data/processed/masks/19_373978_215043.png
19_373964_215074,Sector 22,data/raw/imagery/19_373964_215074.png,data/processed/masks/19_373964_215074.png
19_373961_215066,Sector 22,data/raw/imagery/19_373961_215066.png,data/processed/masks/19_373961_215066.png
19_373982_215052,Sector 7-8,data/raw/imagery/19_373982_215052.png,data/processed/masks/19_373982_215052.png
19_373977_215077,Sector 22,data/raw/imagery/19_373977_215077.png,data/processed/masks/19_373977_215077.png
19_374081_215161,General,data/raw/imagery/19_374081_215161.png,data/processed/masks/19_374081_215161.png
19_373984_215029,Sector 7-8,data/raw/imagery/19_373984_215029.png,data/processed/masks/19_373984_215029.png
19_373852_215092,General,data/raw/imagery/19_373852_215092.png,data/processed/masks/19_373852_215092.png
19_373949_215070,Sector 22,data/raw/imagery/19_373949_215070.png,data/processed/masks/19_373949_215070.png
19_373973_215064,Sector 22,data/raw/imagery/19_373973_215064.png,data/processed/masks/19_373973_215064.png
19_373980_215033,Sector 7-8,data/raw/imagery/19_373980_215033.png,data/processed/masks/19_373980_215033.png
19_373980_215050,Sector 7-8,data/raw/imagery/19_373980_215050.png,data/processed/masks/19_373980_215050.png
19_373976_215037,Sector 7-8,data/raw/imagery/19_373976_215037.png,data/processed/masks/19_373976_215037.png
19_373966_215062,Sector 22,data/raw/imagery/19_373966_215062.png,data/processed/masks/19_373966_215062.png
19_373973_215079,Sector 22,data/raw/imagery/19_373973_215079.png,data/processed/masks/19_373973_215079.png
19_373958_215080,Sector 22,data/raw/imagery/19_373958_215080.png,data/processed/masks/19_373958_215080.png
19_373977_215051,Sector 7-8,data/raw/imagery/19_373977_215051.png,data/processed/masks/19_373977_215051.png
19_373960_215079,Sector 22,data/raw/imagery/19_373960_215079.png,data/processed/masks/19_373960_215079.png
19_373977_215075,Sector 22,data/raw/imagery/19_373977_215075.png,data/processed/masks/19_373977_215075.png
19_373957_215044,Sector 7-8,data/raw/imagery/19_373957_215044.png,data/processed/masks/19_373957_215044.png
19_373960_215062,Sector 22,data/raw/imagery/19_373960_215062.png,data/processed/masks/19_373960_215062.png
19_373960_215065,Sector 22,data/raw/imagery/19_373960_215065.png,data/processed/masks/19_373960_215065.png
19_374085_215117,General,data/raw/imagery/19_374085_215117.png,data/processed/masks/19_374085_215117.png
19_373957_215064,Sector 22,data/raw/imagery/19_373957_215064.png,data/processed/masks/19_373957_215064.png
19_373971_215071,Sector 22,data/raw/imagery/19_373971_215071.png,data/processed/masks/19_373971_215071.png
19_373976_215082,Sector 22,data/raw/imagery/19_373976_215082.png,data/processed/masks/19_373976_215082.png
19_373853_215149,General,data/raw/imagery/19_373853_215149.png,data/processed/masks/19_373853_215149.png
19_373949_215059,Sector 22,data/raw/imagery/19_373949_215059.png,data/processed/masks/19_373949_215059.png
19_373960_215033,Sector 7-8,data/raw/imagery/19_373960_215033.png,data/processed/masks/19_373960_215033.png
19_373970_215060,Sector 22,data/raw/imagery/19_373970_215060.png,data/processed/masks/19_373970_215060.png
19_374030_215189,General,data/raw/imagery/19_374030_215189.png,data/processed/masks/19_374030_215189.png
19_373965_215075,Sector 22,data/raw/imagery/19_373965_215075.png,data/processed/masks/19_373965_215075.png
19_373973_215077,Sector 22,data/raw/imagery/19_373973_215077.png,data/processed/masks/19_373973_215077.png
19_373960_215032,Sector 7-8,data/raw/imagery/19_373960_215032.png,data/processed/masks/19_373960_215032.png
19_373975_215084,Sector 22,data/raw/imagery/19_373975_215084.png,data/processed/masks/19_373975_215084.png
19_373969_215063,Sector 22,data/raw/imagery/19_373969_215063.png,data/processed/masks/19_373969_215063.png
19_373966_215030,Sector 7-8,data/raw/imagery/19_373966_215030.png,data/processed/masks/19_373966_215030.png
19_373977_215072,Sector 22,data/raw/imagery/19_373977_215072.png,data/processed/masks/19_373977_215072.png
19_373976_215035,Sector 7-8,data/raw/imagery/19_373976_215035.png,data/processed/masks/19_373976_215035.png
19_373953_215083,Sector 22,data/raw/imagery/19_373953_215083.png,data/processed/masks/19_373953_215083.png
19_373978_215036,Sector 7-8,data/raw/imagery/19_373978_215036.png,data/processed/masks/19_373978_215036.png
19_373967_215072,Sector 22,data/raw/imagery/19_373967_215072.png,data/processed/masks/19_373967_215072.png
19_374068_215068,General,data/raw/imagery/19_374068_215068.png,data/processed/masks/19_374068_215068.png
19_373970_215065,Sector 22,data/raw/imagery/19_373970_215065.png,data/processed/masks/19_373970_215065.png
19_373935_215100,General,data/raw/imagery/19_373935_215100.png,data/processed/masks/19_373935_215100.png
19_373982_215050,Sector 7-8,data/raw/imagery/19_373982_215050.png,data/processed/masks/19_373982_215050.png
19_373970_215071,Sector 22,data/raw/imagery/19_373970_215071.png,data/processed/masks/19_373970_215071.png
19_373953_215067,Sector 22,data/raw/imagery/19_373953_215067.png,data/processed/masks/19_373953_215067.png
19_373982_215042,Sector 7-8,data/raw/imagery/19_373982_215042.png,data/processed/masks/19_373982_215042.png
19_373964_215078,Sector 22,data/raw/imagery/19_373964_215078.png,data/processed/masks/19_373964_215078.png
19_373972_215082,Sector 22,data/raw/imagery/19_373972_215082.png,data/processed/masks/19_373972_215082.png
19_374004_215115,General,data/raw/imagery/19_374004_215115.png,data/processed/masks/19_374004_215115.png
19_374071_215162,General,data/raw/imagery/19_374071_215162.png,data/processed/masks/19_374071_215162.png
19_374025_215015,General,data/raw/imagery/19_374025_215015.png,data/processed/masks/19_374025_215015.png
19_373969_215030,Sector 7-8,data/raw/imagery/19_373969_215030.png,data/processed/masks/19_373969_215030.png
19_373963_215067,Sector 22,data/raw/imagery/19_373963_215067.png,data/processed/masks/19_373963_215067.png
19_373983_215034,Sector 7-8,data/raw/imagery/19_373983_215034.png,data/processed/masks/19_373983_215034.png
19_373971_215077,Sector 22,data/raw/imagery/19_373971_215077.png,data/processed/masks/19_373971_215077.png
19_373985_215049,Sector 7-8,data/raw/imagery/19_373985_215049.png,data/processed/masks/19_373985_215049.png
19_373975_215064,Sector 22,data/raw/imagery/19_373975_215064.png,data/processed/masks/19_373975_215064.png
19_373955_215080,Sector 22,data/raw/imagery/19_373955_215080.png,data/processed/masks/19_373955_215080.png
19_373964_215084,Sector 22,data/raw/imagery/19_373964_215084.png,data/processed/masks/19_373964_215084.png
19_373958_215066,Sector 22,data/raw/imagery/19_373958_215066.png,data/processed/masks/19_373958_215066.png
19_373852_215061,General,data/raw/imagery/19_373852_215061.png,data/processed/masks/19_373852_215061.png
19_373854_215086,General,data/raw/imagery/19_373854_215086.png,data/processed/masks/19_373854_215086.png
19_373957_215041,Sector 7-8,data/raw/imagery/19_373957_215041.png,data/processed/masks/19_373957_215041.png
19_373981_215051,Sector 7-8,data/raw/imagery/19_373981_215051.png,data/processed/masks/19_373981_215051.png
19_373969_215067,Sector 22,data/raw/imagery/19_373969_215067.png,data/processed/masks/19_373969_215067.png
19_374065_215148,General,data/raw/imagery/19_374065_215148.png,data/processed/masks/19_374065_215148.png
19_373953_215071,Sector 22,data/raw/imagery/19_373953_215071.png,data/processed/masks/19_373953_215071.png
19_373970_215078,Sector 22,data/raw/imagery/19_373970_215078.png,data/processed/masks/19_373970_215078.png
19_373883_215107,General,data/raw/imagery/19_373883_215107.png,data/processed/masks/19_373883_215107.png
